Reference,London Borough Name,Casualty Class,Casualty Sex,Casualty Age Band,Casualty Age,Number Of Casualties,Casualty Severity,Pedestrian Location,Pedestrian Movement,Mode Of Travel,Attendant Location,Number Of Vehicles,Date,Day,Time,Highway,Road Class 1,Road Number 1,Road Type,Speed Limit,Junction Detail,Junction Control,Road Class 2,Road Number 2,Pedestrian Crossing,Light Condition Band,Weather,Road Surface,Special Conditions,Carriage Way Hazard,Easting,Northing,Longitude,Latitude,Ward Code,Ward Name,Spatial Accuracy,Location,Organisation URI,Socrata ID,Last Uploaded
1180096926,CAMDEN,2 Passenger,1 Male,0-15,0,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach,BELSIZE ROAD J/W ABBEY ROAD,2,18/03/2018 07:45:00 PM,Sunday,19.45,3 Bor,B,509,6 Single Cwy,1 <= 20 MPH,6 Crossroads,2 Auto Sig,B,507,0 No Xing Facility In 50m,2 Dark,3 Snowing,2 Road-Wet,0 None,0 None,525814,183883,-0.187222,51.539836,,,Unknown,"(51.539836, -0.187222)",http://opendatacommunities.org/id/london-borough-council/camden,7822,21/12/2020 02:48:41 PM
1190167306,CAMDEN,3 PEDESTRIAN,1 MALE,U,,1,3 SLIGHT,10 UNKNOWN OR OTHER,9 UNKNOWN OR OTHER,1 PEDESTRIAN,NFL Holmes Road,1,07/02/2019 08:45:00 AM,Thursday,8.45,3 BOR,A,400,9 UNKNOWN,30,08 PRIV DRIVE,9 UNKNOWN (S/R),6,0,5 PEDN PHASE AT ATS,2 DAYLIGHT,9 UNKNOWN,9 UNKNOWN (S/R),9 UNKNOWN (S/R),9 UNKNOWN (S/R),528970,185029,-0.14132,51.549424,,,Unknown,"(51.549424, -0.14132)",http://opendatacommunities.org/id/london-borough-council/camden,8825,21/12/2020 02:48:43 PM
0115EK40306,CAMDEN,3 Pedestrian,2 Female,Unknown,0,1,3 Slight,04 Crossing Road Within 50m Xing,3 From Drivers O/Side,1 Pedestrian,FROGNAL J/W ARKWRIGHT ROAD,1,22/04/2015 03:50:00 PM,Wednesday,15.50,3 Bor,C,0,6 Single Cwy,2 30 MPH,6 Crossroads,2 Auto Sig,Unclassified,0,5 Pedn Phase At Ats,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,526230,185230,-0.180744,51.551849,,,Unknown,"(51.551849, -0.180744)",http://opendatacommunities.org/id/london-borough-council/camden,4827,21/12/2020 02:48:36 PM
0115EK40537,CAMDEN,2 Passenger,1 Male,16-24,20,1,3 Slight,-2 Unknown,-2 N/A,4 Car,NFL- FINCHLEY ROAD 56M NW OF J/W LANGLANDS GARDENS,2,19/06/2015 07:54:00 PM,Friday,19.54,1 TLRN,A,41,6 Single Cwy,2 30 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,525860,185260,-0.186067,51.552201,,,Unknown,"(51.552201, -0.186067)",http://opendatacommunities.org/id/london-borough-council/camden,5024,21/12/2020 02:48:36 PM
1180087529,CAMDEN,1 Driver/Rider,1 Male,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle,NFL TORRINGTON PLACE 30M W OF J/W GOWER STREET,2,02/02/2018 07:30:00 PM,Friday,19.30,3 Bor,C,0,2 One-Way St,1 <= 20 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,9 Unknown (S/R),2 Dark,1 Fine,1 Road-Dry,0 None,0 None,529620,182030,-0.133054,51.522323,,,Unknown,"(51.522323, -0.133054)",http://opendatacommunities.org/id/london-borough-council/camden,7715,21/12/2020 02:48:41 PM
0116EK40141,CAMDEN,1 Driver/Rider,1 Male,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle,BARTHOLOMEW RD J/W LEIGHTON RD,1,11/03/2016 09:00:00 AM,Friday,9.00,3 Bor,C,0,6 Single Cwy,1 <= 20 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,529420,185170,-0.134782,51.550588,,,Unknown,"(51.550588, -0.134782)",http://opendatacommunities.org/id/london-borough-council/camden,6097,21/12/2020 02:48:38 PM
0115EK40132,CAMDEN,1 Driver/Rider,1 Male,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler,JAMESTOWN ROAD J/W OVALL ROAD,2,21/02/2015 12:28:00 AM,Saturday,0.28,3 Bor,C,0,2 One-Way St,1 <= 20 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,C,0,0 No Xing Facility In 50m,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,528560,183960,-0.14762,51.53991,,,Unknown,"(51.53991, -0.14762)",http://opendatacommunities.org/id/london-borough-council/camden,4684,21/12/2020 02:48:36 PM
0115EK40619,CAMDEN,1 Driver/Rider,1 Male,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle,"NFL - GREAT QUEEN STREET, 40 METRES SW OF KINGSWAY.",2,23/07/2015 03:50:00 PM,Thursday,15.50,3 Bor,B,402,6 Single Cwy,2 30 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,5 Pedn Phase At Ats,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,530530,181360,-0.120193,51.516093,,,Unknown,"(51.516093, -0.120193)",http://opendatacommunities.org/id/london-borough-council/camden,5100,21/12/2020 02:48:36 PM
1180092736,CAMDEN,2 Passenger,2 Female,25-59,47,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach,WOBURN PLACE J/W RUSSELL SQUARE,1,26/02/2018 08:50:00 PM,Monday,20.50,3 Bor,A,4200,3 Dual Cwy,2 30 MPH,6 Crossroads,2 Auto Sig,A,4200,5 Pedn Phase At Ats,2 Dark,4 Fine/High Winds,1 Road-Dry,0 None,0 None,530116,182100,-0.125883,51.522838,,,Unknown,"(51.522838, -0.125883)",http://opendatacommunities.org/id/london-borough-council/camden,7779,21/12/2020 02:48:41 PM
1190180036,CAMDEN,3 PEDESTRIAN,1 MALE,25-59,50,1,3 SLIGHT,05 CROSSING ROAD (NOT ON XING),3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,Location uncertain Plender St / Royal College St,1,10/05/2019 07:38:00 AM,Friday,7.38,3 BOR,6,0,6 SINGLE CWY,30,03 T/STAG JUN,9 UNKNOWN (S/R),6,0,0 NO XING FACILITY IN 50M,2 DAYLIGHT,1 FINE,1 ROAD-DRY,0 NONE,0 NONE,529422,183692,-0.135296,51.537305,,,Unknown,"(51.537305, -0.135296)",http://opendatacommunities.org/id/london-borough-council/camden,8988,21/12/2020 02:48:44 PM
1180151875,CAMDEN,1 Driver/Rider,1 Male,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle,HAMPSTEAD ROAD J/W WILLIAM ROAD,2,13/12/2018 03:20:00 PM,Thursday,15.20,1 TLRN,A,400,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,529210,182560,-0.138766,51.52718,,,Unknown,"(51.52718, -0.138766)",http://opendatacommunities.org/id/london-borough-council/camden,8605,21/12/2020 02:48:43 PM
1170063378,CAMDEN,3 Pedestrian,2 Female,25-59,51,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian,KEPPEL STREET 50M E OF J/W GOWER STREET,1,09/10/2017 02:50:00 PM,Monday,14.50,3 Bor,Unclassified,0,2 One-Way St,1 <= 20 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,529840,181840,-0.129955,51.520565,,,Unknown,"(51.520565, -0.129955)",http://opendatacommunities.org/id/london-borough-council/camden,7393,21/12/2020 02:48:40 PM
1190209591,CAMDEN,1 DRIVER/RIDER,1 MALE,25-59,44,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR,"On Montague Pl, 50 metres north of the junction with Malet Street.",2,03/10/2019 10:26:00 PM,Thursday,22.26,3 BOR,B,506,7 SLIP RD,20,00 NO JUN IN 20M,,0,0,5 PEDN PHASE AT ATS,1 DARK,2 RAINING,2 ROAD-WET,0 NONE,0 NONE,529963,181822,-0.12819,51.520375,,,Unknown,"(51.520375, -0.12819)",http://opendatacommunities.org/id/london-borough-council/camden,9406,21/12/2020 02:48:44 PM
1160000656,CAMDEN,3 Pedestrian,1 Male,25-59,36,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian,NORTH END WAY J/W SPANIARDS WAY,1,06/11/2016 09:20:00 AM,Sunday,9.20,3 Bor,A,502,6 Single Cwy,2 30 MPH,1 Roundabout,4 Give Way/Uncontrolled,B,519,1 Zebra,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,526260,186430,-0.179881,51.562627,,,Unknown,"(51.562627, -0.179881)",http://opendatacommunities.org/id/london-borough-council/camden,5648,21/12/2020 02:48:37 PM
1190199603,CAMDEN,1 DRIVER/RIDER,1 MALE,25-59,49,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,2 PEDAL CYCLE,"On Highgate West Hill, near the junction with oakeshott aveneue.",2,15/08/2019 05:45:00 AM,Thursday,5.45,3 BOR,5,0,6 SINGLE CWY,20,03 T/STAG JUN,4 GIVE WAY/UNCONTROLLED,6,0,0 NO XING FACILITY IN 50M,2 DAYLIGHT,1 FINE,2 ROAD-WET,0 NONE,0 NONE,528115,186712,-0.153032,51.564743,,,Unknown,"(51.564743, -0.153032)",http://opendatacommunities.org/id/london-borough-council/camden,9274,21/12/2020 02:48:44 PM
1180126078,CAMDEN,3 Pedestrian,1 Male,60+,61,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian,HATTON WALL J/W HATTON GARDEN,1,09/08/2018 03:25:00 PM,Thursday,15.25,3 Bor,Unclassified,0,6 Single Cwy,1 <= 20 MPH,6 Crossroads,4 Give Way/Uncontrolled,B,521,0 No Xing Facility In 50m,1 Daylight,2 Raining,2 Road-Wet,1 Traf Sig Out,0 None,531300,181994,-0.108866,51.521612,,,Unknown,"(51.521612, -0.108866)",http://opendatacommunities.org/id/london-borough-council/camden,8236,21/12/2020 02:48:42 PM
1190205916,CAMDEN,1 DRIVER/RIDER,2 FEMALE,25-59,31,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,2 PEDAL CYCLE,"On Jeffreys Street, 30 metres east of the junction with Camden Street.",2,17/09/2019 10:10:00 AM,Tuesday,10.10,3 BOR,6,0,2 ONE-WAY ST,30,00 NO JUN IN 20M,,0,0,5 PEDN PHASE AT ATS,2 DAYLIGHT,1 FINE,1 ROAD-DRY,0 NONE,0 NONE,528975,184295,-0.141517,51.542826,,,Unknown,"(51.542826, -0.141517)",http://opendatacommunities.org/id/london-borough-council/camden,9367,21/12/2020 02:48:44 PM
1160025081,CAMDEN,3 Pedestrian,2 Female,25-59,38,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian,FINCHLEY ROAD J/W FAIRFAX ROAD,1,11/10/2016 07:00:00 PM,Tuesday,19.00,1 TLRN,A,41,3 Dual Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,C,0,0 No Xing Facility In 50m,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,526460,184500,-0.177691,51.545237,,,Unknown,"(51.545237, -0.177691)",http://opendatacommunities.org/id/london-borough-council/camden,5947,21/12/2020 02:48:38 PM
0115EK40512,CAMDEN,3 Pedestrian,1 Male,25-59,50,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian,CHALK FARM ROAD J/W BELMONT STREET,1,28/06/2015 11:00:00 PM,Sunday,23.00,3 Bor,A,502,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,528290,184340,-0.151373,51.543386,,,Unknown,"(51.543386, -0.151373)",http://opendatacommunities.org/id/london-borough-council/camden,5000,21/12/2020 02:48:36 PM
0115EK40227,CAMDEN,1 Driver/Rider,1 Male,25-59,42,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi,FINCHLEY ROAD J/WADELAIDE ROAD,2,24/03/2015 11:09:00 PM,Tuesday,23.09,1 TLRN,A,41,3 Dual Cwy,3 40 MPH,6 Crossroads,2 Auto Sig,A,41,5 Pedn Phase At Ats,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,526630,184100,-0.175384,51.541604,,,Unknown,"(51.541604, -0.175384)",http://opendatacommunities.org/id/london-borough-council/camden,4758,21/12/2020 02:48:36 PM
1170034759,CAMDEN,3 Pedestrian,2 Female,60+,77,1,3 Slight,05 Crossing Road (Not On Xing),9 Unknown Or Other,1 Pedestrian,PRINCE ARTHUR ROAD J/W FITZJOHNS AVENUE,1,29/04/2017 06:10:00 PM,Saturday,18.10,3 Bor,B,511,6 Single Cwy,2 30 MPH,9 Other Jun,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,526460,185510,-0.177328,51.554314,,,Unknown,"(51.554314, -0.177328)",http://opendatacommunities.org/id/london-borough-council/camden,6928,21/12/2020 02:48:39 PM
1170044997,CAMDEN,1 Driver/Rider,1 Male,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler,YORK WAY J/W BREWERY ROAD,2,26/06/2017 03:25:00 PM,Monday,15.25,3 Bor,A,5200,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,530040,184470,-0.126103,51.544155,,,Unknown,"(51.544155, -0.126103)",http://opendatacommunities.org/id/london-borough-council/camden,7084,21/12/2020 02:48:40 PM
0115EK41080,CAMDEN,1 Driver/Rider,1 Male,25-59,58,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler,HEATH STREET J/W HAMPSTEAD HIGH STREET.,2,03/12/2015 07:22:00 AM,Thursday,7.22,3 Bor,B,511,6 Single Cwy,2 30 MPH,6 Crossroads,2 Auto Sig,A,502,5 Pedn Phase At Ats,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,526370,185760,-0.178536,51.556581,,,Unknown,"(51.556581, -0.178536)",http://opendatacommunities.org/id/london-borough-council/camden,5488,21/12/2020 02:48:37 PM
0116EO40440,CAMDEN,1 Driver/Rider,1 Male,25-59,41,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler,FARRINGDON RD J/W ST CROSS STREET,2,06/07/2016 12:05:00 PM,Wednesday,12.05,1 TLRN,A,201,6 Single Cwy,1 <= 20 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,4 Roadworks,0 None,531480,181930,-0.106297,51.520995,,,Unknown,"(51.520995, -0.106297)",http://opendatacommunities.org/id/london-borough-council/camden,6535,21/12/2020 02:48:39 PM
1190168731,CAMDEN,1 DRIVER/RIDER,1 MALE,25-59,29,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,7 GOODS VEHICLE,"On Hampstead Road, 60 metres north of the junction with Varndell Street.",1,09/03/2019 08:00:00 PM,Saturday,20.00,1 TLRN,A,400,9 UNKNOWN,20,00 NO JUN IN 20M,,0,0,9 UNKNOWN (S/R),1 DARK,1 FINE,1 ROAD-DRY,4 ROADWORKS,0 NONE,529215,182865,-0.138582,51.52992,,,Unknown,"(51.52992, -0.138582)",http://opendatacommunities.org/id/london-borough-council/camden,8838,21/12/2020 02:48:43 PM
1170068201,CAMDEN,1 Driver/Rider,1 Male,25-59,41,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi,KENTISH TOWN ROAD 40M N OF J/W YORK MEWS,2,05/11/2017 06:15:00 AM,Sunday,6.15,3 Bor,A,400,6 Single Cwy,1 <= 20 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,5 Pedn Phase At Ats,1 Daylight,1 Fine,2 Road-Wet,0 None,0 None,529000,185100,-0.140862,51.550055,,,Unknown,"(51.550055, -0.140862)",http://opendatacommunities.org/id/london-borough-council/camden,7482,21/12/2020 02:48:40 PM
1170065245,CAMDEN,1 Driver/Rider,1 Male,25-59,54,1,3 Slight,-2 Unknown,-2 N/A,8 Other Vehicle,CAMDEN ROAD J/W CAMDEN PARK ROAD,3,18/10/2017 12:26:00 PM,Wednesday,12.26,1 TLRN,A,503,3 Dual Cwy,5 60 MPH,6 Crossroads,2 Auto Sig,A,5200,1 Zebra,1 Daylight,2 Raining,2 Road-Wet,0 None,0 None,529719,184867,-0.130583,51.547796,,,Unknown,"(51.547796, -0.130583)",http://opendatacommunities.org/id/london-borough-council/camden,7432,21/12/2020 02:48:40 PM
1180141192,CAMDEN,1 Driver/Rider,2 Female,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle,HIGHGATE ROAD 30M W OF J/W INGESTRE ROAD,2,16/10/2018 01:35:00 PM,Tuesday,13.35,3 Bor,B,518,9 Unknown,2 30 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,9 Unknown (S/R),2 Dark,9 Unknown,9 Unknown (S/R),9 Unknown (S/R),9 Unknown (S/R),528660,185720,-0.145536,51.555704,,,Unknown,"(51.555704, -0.145536)",http://opendatacommunities.org/id/london-borough-council/camden,8470,21/12/2020 02:48:43 PM
1170072930,CAMDEN,3 Pedestrian,1 Male,25-59,39,1,1 Fatal,09 In Road - Not Crossing,9 Unknown Or Other,1 Pedestrian,NEW OXFORD STREET J/W MUSEUM STREET,1,26/11/2017 02:40:00 PM,Sunday,14.40,3 Bor,A,40,3 Dual Cwy,1 <= 20 MPH,7 Multi Jun,2 Auto Sig,C,0,1 Zebra,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,530180,181470,-0.125194,51.517162,,,Unknown,"(51.517162, -0.125194)",http://opendatacommunities.org/id/london-borough-council/camden,7550,21/12/2020 02:48:41 PM
1180083768,CAMDEN,1 Driver/Rider,1 Male,25-59,54,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler,ADELAIDE ROAD J/W ETON COLLEGE ROAD,2,15/01/2018 10:35:00 PM,Monday,22.35,3 Bor,B,509,6 Single Cwy,1 <= 20 MPH,7 Multi Jun,4 Give Way/Uncontrolled,Unclassified,0,4 Pelican Or Similar,2 Dark,1 Fine,2 Road-Wet,0 None,0 None,528030,184390,-0.155102,51.543895,,,Unknown,"(51.543895, -0.155102)",http://opendatacommunities.org/id/london-borough-council/camden,7669,21/12/2020 02:48:41 PM
0115EK41109,CAMDEN,1 Driver/Rider,1 Male,25-59,46,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi,PRIMROSE HILL ROAD J/W FELLOWS ROAD.,2,11/12/2015 03:43:00 PM,Friday,15.43,3 Bor,C,0,6 Single Cwy,2 30 MPH,6 Crossroads,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,527500,184450,-0.162719,51.544554,,,Unknown,"(51.544554, -0.162719)",http://opendatacommunities.org/id/london-borough-council/camden,5515,21/12/2020 02:48:37 PM
0115CW10829,CAMDEN,1 Driver/Rider,2 Female,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler,OUTER CIRCLE J/W CHESTER ROAD.,2,17/06/2015 10:25:00 PM,Wednesday,22.25,3 Bor,Unclassified,0,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,528700,182740,-0.146048,51.528914,,,Unknown,"(51.528914, -0.146048)",http://opendatacommunities.org/id/london-borough-council/camden,4566,21/12/2020 02:48:35 PM
1170029231,CAMDEN,1 Driver/Rider,1 Male,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle,HIGH HOLBORN 25M S OF J/W SOUTH PLACE,2,29/03/2017 06:30:00 PM,Wednesday,18.30,3 Bor,A,40,6 Single Cwy,1 <= 20 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,530710,181560,-0.117526,51.517848,,,Unknown,"(51.517848, -0.117526)",http://opendatacommunities.org/id/london-borough-council/camden,6833,21/12/2020 02:48:39 PM
0115EK41090,CAMDEN,1 Driver/Rider,1 Male,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler,EUSTON ROAD J/W PANCRAS ROAD.,2,01/12/2015 07:40:00 AM,Tuesday,7.40,1 TLRN,A,501,3 Dual Cwy,2 30 MPH,3 T/Stag Jun,2 Auto Sig,A,5202,5 Pedn Phase At Ats,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,530200,182890,-0.124381,51.529919,,,Unknown,"(51.529919, -0.124381)",http://opendatacommunities.org/id/london-borough-council/camden,5495,21/12/2020 02:48:37 PM
1170045761,CAMDEN,1 Driver/Rider,1 Male,25-59,55,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle,LYMINGTON ROAD J/W DRESDEN CLOSE,2,29/06/2017 04:48:00 PM,Thursday,16.48,3 Bor,C,0,6 Single Cwy,1 <= 20 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,525940,185060,-0.184985,51.550386,,,Unknown,"(51.550386, -0.184985)",http://opendatacommunities.org/id/london-borough-council/camden,7098,21/12/2020 02:48:40 PM
1190182046,CAMDEN,1 DRIVER/RIDER,1 MALE,16-24,23,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER,"On Camden Road, 5 metres south of the junction with sandall road.",2,20/05/2019 05:30:00 PM,Monday,17.30,1 TLRN,A,503,6 SINGLE CWY,30,03 T/STAG JUN,4 GIVE WAY/UNCONTROLLED,6,0,0 NO XING FACILITY IN 50M,2 DAYLIGHT,1 FINE,1 ROAD-DRY,0 NONE,0 NONE,529491,184597,-0.133969,51.545422,,,Unknown,"(51.545422, -0.133969)",http://opendatacommunities.org/id/london-borough-council/camden,9025,21/12/2020 02:48:44 PM
1160024423,CAMDEN,1 Driver/Rider,1 Male,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle,BAYHAM STREET J/W GREENLAND PLACE,2,17/10/2016 06:30:00 AM,Monday,6.30,3 Bor,A,503,2 One-Way St,2 30 MPH,6 Crossroads,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,528990,183880,-0.141453,51.539093,,,Unknown,"(51.539093, -0.141453)",http://opendatacommunities.org/id/london-borough-council/camden,5904,21/12/2020 02:48:38 PM
1190187522,CAMDEN,3 PEDESTRIAN,1 MALE,25-59,58,1,3 SLIGHT,01 CROSSING ROAD ON PED XING,3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,"On Upper Woburn Place, 100 metres south of the junction with Euston road.",1,16/06/2019 09:20:00 AM,Sunday,9.20,3 BOR,A,4200,6 SINGLE CWY,20,00 NO JUN IN 20M,,0,0,1 ZEBRA,2 DAYLIGHT,2 RAINING,2 ROAD-WET,0 NONE,0 NONE,529812,182527,-0.130105,51.526746,,,Unknown,"(51.526746, -0.130105)",http://opendatacommunities.org/id/london-borough-council/camden,9101,21/12/2020 02:48:44 PM
0116EK40414,CAMDEN,1 Driver/Rider,1 Male,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi,EUSTON ROAD J/W CHALTON STREET,2,12/06/2016 12:06:00 AM,Sunday,0.06,1 TLRN,A,501,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,8 Central Refuge,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,529900,182680,-0.128781,51.5281,,,Unknown,"(51.5281, -0.128781)",http://opendatacommunities.org/id/london-borough-council/camden,6334,21/12/2020 02:48:38 PM
1190180506,CAMDEN,2 PASSENGER,2 FEMALE,16-24,18,2,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,9 PRIVATE HIRE,"On Hampstead Road, near the junction with Robert street.",2,13/05/2019 07:50:00 AM,Monday,7.50,1 TLRN,A,400,6 SINGLE CWY,30,03 T/STAG JUN,4 GIVE WAY/UNCONTROLLED,6,0,4 PELICAN OR SIMILAR,2 DAYLIGHT,1 FINE,1 ROAD-DRY,0 NONE,0 NONE,529216,182696,-0.13863,51.528401,,,Unknown,"(51.528401, -0.13863)",http://opendatacommunities.org/id/london-borough-council/camden,8997,21/12/2020 02:48:44 PM
1190209913,CAMDEN,3 PEDESTRIAN,2 FEMALE,16-24,20,1,3 SLIGHT,01 CROSSING ROAD ON PED XING,1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,"On Finchley Road, 30 metres north of the junction with Weech Road.",1,06/10/2019 02:26:00 PM,Sunday,14.26,1 TLRN,A,41,3 DUAL CWY,30,00 NO JUN IN 20M,,0,0,1 ZEBRA,2 DAYLIGHT,1 FINE,2 ROAD-WET,0 NONE,0 NONE,525223,185748,-0.195076,51.556728,,,Unknown,"(51.556728, -0.195076)",http://opendatacommunities.org/id/london-borough-council/camden,9412,21/12/2020 02:48:44 PM
1190201468,CAMDEN,3 PEDESTRIAN,1 MALE,25-59,42,1,3 SLIGHT,10 UNKNOWN OR OTHER,3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,"On Camden High Street, 40 metres north of the junction with Greenland Road.",1,24/08/2019 08:00:00 PM,Saturday,20.00,3 BOR,A,502,9 UNKNOWN,50,00 NO JUN IN 20M,,0,0,1 ZEBRA,2 DAYLIGHT,1 FINE,1 ROAD-DRY,0 NONE,0 NONE,528885,183924,-0.14295,51.539512,,,Unknown,"(51.539512, -0.14295)",http://opendatacommunities.org/id/london-borough-council/camden,9303,21/12/2020 02:48:44 PM
1190160867,CAMDEN,3 PEDESTRIAN,2 FEMALE,60+,65,1,2 SERIOUS,01 CROSSING ROAD ON PED XING,3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,"On CROWNDALE ROAD, near the junction with BAYHAM STREET.",1,01/02/2019 10:52:00 PM,Friday,22.52,3 BOR,B,512,2 ONE-WAY ST,30,03 T/STAG JUN,4 GIVE WAY/UNCONTROLLED,B,512,1 ZEBRA,2 DAYLIGHT,2 RAINING,2 ROAD-WET,0 NONE,0 NONE,529274,183398,-0.137537,51.534696,,,Unknown,"(51.534696, -0.137537)",http://opendatacommunities.org/id/london-borough-council/camden,8742,21/12/2020 02:48:43 PM
